ts_code,trade_date,adj_factor,data_date
000524.SZ,1996-01-10,1.924,2023-07-31
000525.SZ,1996-01-10,1.319,2023-07-31
000526.SZ,1996-01-10,1.48,2023-07-31
000527.SZ,1996-01-10,2.335,2023-07-31
000528.SZ,1996-01-10,1.834,2023-07-31
000529.SZ,1996-01-10,2.432,2023-07-31
000530.SZ,1996-01-10,1.578,2023-07-31
000531.SZ,1996-01-10,2.088,2023-07-31
000532.SZ,1996-01-10,2.001,2023-07-31
000533.SZ,1996-01-10,1.518,2023-07-31
000534.SZ,1996-01-10,1.837,2023-07-31
000535.SZ,1996-01-10,2.018,2023-07-31
000536.SZ,1996-01-10,1.186,2023-07-31
000537.SZ,1996-01-10,1.174,2023-07-31
000538.SZ,1996-01-10,1.422,2023-07-31
000539.SZ,1996-01-10,2.05,2023-07-31
000540.SZ,1996-01-10,1.223,2023-07-31
000541.SZ,1996-01-10,1.725,2023-07-31
000542.SZ,1996-01-10,2.283,2023-07-31
000543.SZ,1996-01-10,1.104,2023-07-31
000544.SZ,1996-01-10,1.643,2023-07-31
000545.SZ,1996-01-10,1.182,2023-07-31
000546.SZ,1996-01-10,1.455,2023-07-31
000547.SZ,1996-01-10,1.378,2023-07-31
000548.SZ,1996-01-10,1.283,2023-07-31
000549.SZ,1996-01-10,1.212,2023-07-31
000550.SZ,1996-01-10,1.277,2023-07-31
000551.SZ,1996-01-10,1.302,2023-07-31
000552.SZ,1996-01-10,1.226,2023-07-31
000553.SZ,1996-01-10,1.259,2023-07-31
000554.SZ,1996-01-10,1.827,2023-07-31
000555.SZ,1996-01-10,1.109,2023-07-31
000556.SZ,1996-01-10,1.505,2023-07-31
000557.SZ,1996-01-10,1.403,2023-07-31
000558.SZ,1996-01-10,1.157,2023-07-31
000559.SZ,1996-01-10,1.146,2023-07-31
000560.SZ,1996-01-10,1.136,2023-07-31
000561.SZ,1996-01-10,1.466,2023-07-31
000562.SZ,1996-01-10,1.165,2023-07-31
000563.SZ,1996-01-10,1.312,2023-07-31
000564.SZ,1996-01-10,1.245,2023-07-31
000565.SZ,1996-01-10,1.3,2023-07-31
000566.SZ,1996-01-10,1.311,2023-07-31
000567.SZ,1996-01-10,1.738,2023-07-31
000568.SZ,1996-01-10,2.055,2023-07-31
000569.SZ,1996-01-10,1.219,2023-07-31
000570.SZ,1996-01-10,1.291,2023-07-31
000571.SZ,1996-01-10,1.34,2023-07-31
000572.SZ,1996-01-10,1.687,2023-07-31
000573.SZ,1996-01-10,1.697,2023-07-31
000576.SZ,1996-01-10,1.341,2023-07-31
000578.SZ,1996-01-10,1.0,2023-07-31
000582.SZ,1996-01-10,1.0,2023-07-31
000583.SZ,1996-01-10,1.0,2023-07-31
000584.SZ,1996-01-10,1.0,2023-07-31
000585.SZ,1996-01-10,1.0,2023-07-31
000586.SZ,1996-01-10,1.0,2023-07-31
001872.SZ,1996-01-10,1.181,2023-07-31
001914.SZ,1996-01-10,1.327,2023-07-31
600600.SH,1996-01-10,1.064,2023-07-31
600601.SH,1996-01-10,357.637,2023-07-31
600602.SH,1996-01-10,197.742,2023-07-31
600603.SH,1996-01-10,30.001,2023-07-31
600604.SH,1996-01-10,15.887,2023-07-31
600605.SH,1996-01-10,18.365,2023-07-31
600606.SH,1996-01-10,16.352,2023-07-31
600607.SH,1996-01-10,19.062,2023-07-31
600608.SH,1996-01-10,24.437,2023-07-31
600609.SH,1996-01-10,17.81,2023-07-31
600610.SH,1996-01-10,15.617,2023-07-31
600611.SH,1996-01-10,37.423,2023-07-31
600612.SH,1996-01-10,24.038,2023-07-31
600613.SH,1996-01-10,12.29,2023-07-31
600614.SH,1996-01-10,13.196,2023-07-31
600615.SH,1996-01-10,19.046,2023-07-31
600616.SH,1996-01-10,25.859,2023-07-31
600617.SH,1996-01-10,18.758,2023-07-31
600618.SH,1996-01-10,13.795,2023-07-31
600619.SH,1996-01-10,13.483,2023-07-31
600620.SH,1996-01-10,29.03,2023-07-31
600621.SH,1996-01-10,28.609,2023-07-31
600622.SH,1996-01-10,28.0,2023-07-31
600623.SH,1996-01-10,13.318,2023-07-31
600624.SH,1996-01-10,2.73,2023-07-31
600625.SH,1996-01-10,1.849,2023-07-31
600626.SH,1996-01-10,1.763,2023-07-31
600627.SH,1996-01-10,1.807,2023-07-31
600628.SH,1996-01-10,4.892,2023-07-31
600629.SH,1996-01-10,1.442,2023-07-31
600630.SH,1996-01-10,1.664,2023-07-31
600631.SH,1996-01-10,2.351,2023-07-31
600632.SH,1996-01-10,2.347,2023-07-31
600633.SH,1996-01-10,2.094,2023-07-31
600634.SH,1996-01-10,2.785,2023-07-31
600635.SH,1996-01-10,4.494,2023-07-31
600636.SH,1996-01-10,1.752,2023-07-31
600637.SH,1996-01-10,1.782,2023-07-31
600638.SH,1996-01-10,3.886,2023-07-31
600639.SH,1996-01-10,2.063,2023-07-31
600640.SH,1996-01-10,2.908,2023-07-31
600641.SH,1996-01-10,2.703,2023-07-31
600642.SH,1996-01-10,1.08,2023-07-31
600643.SH,1996-01-10,1.245,2023-07-31
600644.SH,1996-01-10,2.069,2023-07-31
600645.SH,1996-01-10,3.784,2023-07-31
600646.SH,1996-01-10,2.099,2023-07-31
600647.SH,1996-01-10,4.298,2023-07-31
600648.SH,1996-01-10,3.628,2023-07-31
600649.SH,1996-01-10,3.527,2023-07-31
600650.SH,1996-01-10,1.215,2023-07-31
600651.SH,1996-01-10,495.937,2023-07-31
600652.SH,1996-01-10,708.501,2023-07-31
600653.SH,1996-01-10,892.358,2023-07-31
600654.SH,1996-01-10,266.7,2023-07-31
600655.SH,1996-01-10,21.38,2023-07-31
600656.SH,1996-01-10,5.529,2023-07-31
600657.SH,1996-01-10,1.626,2023-07-31
600658.SH,1996-01-10,1.836,2023-07-31
600659.SH,1996-01-10,1.971,2023-07-31
600660.SH,1996-01-10,4.056,2023-07-31
600661.SH,1996-01-10,1.792,2023-07-31
600662.SH,1996-01-10,4.361,2023-07-31
600663.SH,1996-01-10,1.376,2023-07-31
600664.SH,1996-01-10,1.109,2023-07-31
600665.SH,1996-01-10,1.508,2023-07-31
600666.SH,1996-01-10,1.429,2023-07-31
600667.SH,1996-01-10,1.241,2023-07-31
600668.SH,1996-01-10,2.008,2023-07-31
600669.SH,1996-01-10,1.787,2023-07-31
600670.SH,1996-01-10,1.791,2023-07-31
600671.SH,1996-01-10,1.585,2023-07-31
600672.SH,1996-01-10,1.28,2023-07-31
600673.SH,1996-01-10,1.662,2023-07-31
600674.SH,1996-01-10,1.288,2023-07-31
600675.SH,1996-01-10,1.702,2023-07-31
600676.SH,1996-01-10,1.2,2023-07-31
600677.SH,1996-01-10,2.005,2023-07-31
600678.SH,1996-01-10,2.123,2023-07-31
600679.SH,1996-01-10,1.05,2023-07-31
600680.SH,1996-01-10,1.346,2023-07-31
600681.SH,1996-01-10,1.827,2023-07-31
600682.SH,1996-01-10,2.119,2023-07-31
600683.SH,1996-01-10,1.658,2023-07-31
600684.SH,1996-01-10,1.908,2023-07-31
600685.SH,1996-01-10,1.085,2023-07-31
600686.SH,1996-01-10,1.769,2023-07-31
600687.SH,1996-01-10,1.259,2023-07-31
600688.SH,1996-01-10,1.088,2023-07-31
600689.SH,1996-01-10,1.026,2023-07-31
600690.SH,1996-01-10,1.393,2023-07-31
600691.SH,1996-01-10,1.464,2023-07-31
600692.SH,1996-01-10,1.35,2023-07-31
600693.SH,1996-01-10,1.297,2023-07-31
600694.SH,1996-01-10,1.936,2023-07-31
600695.SH,1996-01-10,1.3,2023-07-31
600696.SH,1996-01-10,1.95,2023-07-31
600697.SH,1996-01-10,1.173,2023-07-31
600698.SH,1996-01-10,1.446,2023-07-31
600699.SH,1996-01-10,1.2,2023-07-31
600800.SH,1996-01-10,1.039,2023-07-31
600801.SH,1996-01-10,1.25,2023-07-31
600802.SH,1996-01-10,1.181,2023-07-31
600803.SH,1996-01-10,1.2,2023-07-31
600804.SH,1996-01-10,1.411,2023-07-31
600805.SH,1996-01-10,2.109,2023-07-31
600806.SH,1996-01-10,1.081,2023-07-31
600807.SH,1996-01-10,1.53,2023-07-31
600808.SH,1996-01-10,1.049,2023-07-31
600809.SH,1996-01-10,1.055,2023-07-31
600810.SH,1996-01-10,1.287,2023-07-31
600811.SH,1996-01-10,1.5,2023-07-31
600812.SH,1996-01-10,1.758,2023-07-31
600813.SH,1996-01-10,1.068,2023-07-31
600814.SH,1996-01-10,1.557,2023-07-31
600815.SH,1996-01-10,1.642,2023-07-31
600816.SH,1996-01-10,1.346,2023-07-31
600817.SH,1996-01-10,1.489,2023-07-31
600818.SH,1996-01-10,1.014,2023-07-31
600819.SH,1996-01-10,1.047,2023-07-31
600820.SH,1996-01-10,1.34,2023-07-31
600821.SH,1996-01-10,1.404,2023-07-31
600822.SH,1996-01-10,1.109,2023-07-31
600823.SH,1996-01-10,1.508,2023-07-31
600824.SH,1996-01-10,1.383,2023-07-31
600825.SH,1996-01-10,1.128,2023-07-31
600826.SH,1996-01-10,1.04,2023-07-31
600827.SH,1996-01-10,1.213,2023-07-31
600828.SH,1996-01-10,1.055,2023-07-31
600829.SH,1996-01-10,1.117,2023-07-31
600830.SH,1996-01-10,1.692,2023-07-31
600831.SH,1996-01-10,1.499,2023-07-31
600832.SH,1996-01-10,1.597,2023-07-31
600833.SH,1996-01-10,2.168,2023-07-31
600834.SH,1996-01-10,1.014,2023-07-31
600835.SH,1996-01-10,1.047,2023-07-31
600836.SH,1996-01-10,1.504,2023-07-31
600837.SH,1996-01-10,1.3,2023-07-31
600838.SH,1996-01-10,1.396,2023-07-31
600839.SH,1996-01-10,2.441,2023-07-31
600840.SH,1996-01-10,1.795,2023-07-31
600841.SH,1996-01-10,1.04,2023-07-31
600842.SH,1996-01-10,1.122,2023-07-31
600843.SH,1996-01-10,1.02,2023-07-31
600844.SH,1996-01-10,1.314,2023-07-31
600845.SH,1996-01-10,1.105,2023-07-31
600846.SH,1996-01-10,1.609,2023-07-31
600847.SH,1996-01-10,1.0,2023-07-31
600848.SH,1996-01-10,1.111,2023-07-31
600850.SH,1996-01-10,1.009,2023-07-31
600851.SH,1996-01-10,1.125,2023-07-31
600852.SH,1996-01-10,1.0,2023-07-31
600853.SH,1996-01-10,1.1,2023-07-31
600854.SH,1996-01-10,1.097,2023-07-31
600855.SH,1996-01-10,1.011,2023-07-31
600856.SH,1996-01-10,1.043,2023-07-31
600857.SH,1996-01-10,1.442,2023-07-31
600858.SH,1996-01-10,1.171,2023-07-31
600859.SH,1996-01-10,1.106,2023-07-31
600860.SH,1996-01-10,1.037,2023-07-31
600861.SH,1996-01-10,1.041,2023-07-31
600862.SH,1996-01-10,1.043,2023-07-31
600863.SH,1996-01-10,1.027,2023-07-31
600864.SH,1996-01-10,1.12,2023-07-31
600865.SH,1996-01-10,1.295,2023-07-31
600866.SH,1996-01-10,1.457,2023-07-31
600867.SH,1996-01-10,1.663,2023-07-31
600868.SH,1996-01-10,1.305,2023-07-31
600869.SH,1996-01-10,2.0,2023-07-31
600870.SH,1996-01-10,1.3,2023-07-31
600871.SH,1996-01-10,1.007,2023-07-31
600872.SH,1996-01-10,1.6,2023-07-31
600873.SH,1996-01-10,1.3,2023-07-31
600874.SH,1996-01-10,1.0,2023-07-31
600875.SH,1996-01-10,1.0,2023-07-31
600876.SH,1996-01-10,1.0,2023-07-31
600877.SH,1996-01-10,1.0,2023-07-31
600878.SH,1996-01-10,1.5,2023-07-31
600879.SH,1996-01-10,1.0,2023-07-31
600880.SH,1996-01-10,1.029,2023-07-31
600881.SH,1996-01-10,1.901,2023-07-31
600882.SH,1996-01-10,1.0,2023-07-31
600883.SH,1996-01-10,1.0,2023-07-31
601607.SH,1996-01-10,1.021,2023-07-31
000001.SZ,1996-01-11,6.984,2023-07-31
000002.SZ,1996-01-11,4.581,2023-07-31
000003.SZ,1996-01-11,3.833,2023-07-31
000004.SZ,1996-01-11,3.112,2023-07-31
000005.SZ,1996-01-11,1.978,2023-07-31
000006.SZ,1996-01-11,2.481,2023-07-31
000007.SZ,1996-01-11,1.854,2023-07-31
000008.SZ,1996-01-11,1.622,2023-07-31
000009.SZ,1996-01-11,2.543,2023-07-31
000010.SZ,1996-01-11,1.0,2023-07-31
000011.SZ,1996-01-11,1.874,2023-07-31
000012.SZ,1996-01-11,2.263,2023-07-31
000013.SZ,1996-01-11,1.901,2023-07-31
000014.SZ,1996-01-11,1.794,2023-07-31
000015.SZ,1996-01-11,1.589,2023-07-31
000016.SZ,1996-01-11,2.165,2023-07-31
000017.SZ,1996-01-11,2.037,2023-07-31
000018.SZ,1996-01-11,1.273,2023-07-31
000019.SZ,1996-01-11,1.078,2023-07-31
000020.SZ,1996-01-11,1.081,2023-07-31
000021.SZ,1996-01-11,1.271,2023-07-31
000022.SZ,1996-01-11,1.181,2023-07-31
000023.SZ,1996-01-11,1.471,2023-07-31
000024.SZ,1996-01-11,1.362,2023-07-31
000025.SZ,1996-01-11,1.345,2023-07-31
000026.SZ,1996-01-11,1.662,2023-07-31
000027.SZ,1996-01-11,1.262,2023-07-31
000028.SZ,1996-01-11,1.22,2023-07-31
000029.SZ,1996-01-11,1.418,2023-07-31
000030.SZ,1996-01-11,1.398,2023-07-31
000031.SZ,1996-01-11,1.388,2023-07-31
000032.SZ,1996-01-11,1.358,2023-07-31
000033.SZ,1996-01-11,1.163,2023-07-31
000034.SZ,1996-01-11,1.334,2023-07-31
000035.SZ,1996-01-11,1.281,2023-07-31
000036.SZ,1996-01-11,1.106,2023-07-31
000037.SZ,1996-01-11,1.126,2023-07-31
000038.SZ,1996-01-11,1.04,2023-07-31
000039.SZ,1996-01-11,1.438,2023-07-31
000040.SZ,1996-01-11,1.346,2023-07-31
000042.SZ,1996-01-11,1.915,2023-07-31
000043.SZ,1996-01-11,1.327,2023-07-31
000045.SZ,1996-01-11,1.109,2023-07-31
000046.SZ,1996-01-11,1.8,2023-07-31
000047.SZ,1996-01-11,1.364,2023-07-31
000048.SZ,1996-01-11,1.04,2023-07-31
000049.SZ,1996-01-11,1.169,2023-07-31
000050.SZ,1996-01-11,1.0,2023-07-31
000501.SZ,1996-01-11,1.671,2023-07-31
000502.SZ,1996-01-11,1.966,2023-07-31
000503.SZ,1996-01-11,1.427,2023-07-31
000504.SZ,1996-01-11,1.611,2023-07-31
000505.SZ,1996-01-11,2.424,2023-07-31
000506.SZ,1996-01-11,1.755,2023-07-31
000507.SZ,1996-01-11,1.754,2023-07-31
000508.SZ,1996-01-11,1.7,2023-07-31
000509.SZ,1996-01-11,1.673,2023-07-31
000510.SZ,1996-01-11,2.027,2023-07-31
000511.SZ,1996-01-11,1.878,2023-07-31
000513.SZ,1996-01-11,1.463,2023-07-31
000514.SZ,1996-01-11,1.202,2023-07-31
000515.SZ,1996-01-11,1.031,2023-07-31
000516.SZ,1996-01-11,1.098,2023-07-31
000517.SZ,1996-01-11,1.539,2023-07-31
000518.SZ,1996-01-11,1.33,2023-07-31
000519.SZ,1996-01-11,1.355,2023-07-31
000520.SZ,1996-01-11,1.635,2023-07-31
000521.SZ,1996-01-11,1.584,2023-07-31
000522.SZ,1996-01-11,2.289,2023-07-31
000523.SZ,1996-01-11,2.058,2023-07-31
000524.SZ,1996-01-11,1.924,2023-07-31
000525.SZ,1996-01-11,1.319,2023-07-31
000526.SZ,1996-01-11,1.48,2023-07-31
000527.SZ,1996-01-11,2.335,2023-07-31
000528.SZ,1996-01-11,1.834,2023-07-31
000529.SZ,1996-01-11,2.432,2023-07-31
000530.SZ,1996-01-11,1.578,2023-07-31
000531.SZ,1996-01-11,2.088,2023-07-31
000532.SZ,1996-01-11,2.001,2023-07-31
000533.SZ,1996-01-11,1.518,2023-07-31
000534.SZ,1996-01-11,1.837,2023-07-31
000535.SZ,1996-01-11,2.018,2023-07-31
000536.SZ,1996-01-11,1.186,2023-07-31
000537.SZ,1996-01-11,1.174,2023-07-31
000538.SZ,1996-01-11,1.422,2023-07-31
000539.SZ,1996-01-11,2.05,2023-07-31
000540.SZ,1996-01-11,1.223,2023-07-31
000541.SZ,1996-01-11,1.725,2023-07-31
000542.SZ,1996-01-11,2.283,2023-07-31
000543.SZ,1996-01-11,1.104,2023-07-31
000544.SZ,1996-01-11,1.643,2023-07-31
000545.SZ,1996-01-11,1.182,2023-07-31
000546.SZ,1996-01-11,1.455,2023-07-31
000547.SZ,1996-01-11,1.378,2023-07-31
000548.SZ,1996-01-11,1.283,2023-07-31
000549.SZ,1996-01-11,1.212,2023-07-31
000550.SZ,1996-01-11,1.277,2023-07-31
000551.SZ,1996-01-11,1.302,2023-07-31
000552.SZ,1996-01-11,1.226,2023-07-31
000553.SZ,1996-01-11,1.259,2023-07-31
000554.SZ,1996-01-11,1.827,2023-07-31
000555.SZ,1996-01-11,1.109,2023-07-31
000556.SZ,1996-01-11,1.505,2023-07-31
000557.SZ,1996-01-11,1.403,2023-07-31
000558.SZ,1996-01-11,1.157,2023-07-31
000559.SZ,1996-01-11,1.146,2023-07-31
000560.SZ,1996-01-11,1.136,2023-07-31
000561.SZ,1996-01-11,1.466,2023-07-31
000562.SZ,1996-01-11,1.165,2023-07-31
000563.SZ,1996-01-11,1.312,2023-07-31
000564.SZ,1996-01-11,1.245,2023-07-31
000565.SZ,1996-01-11,1.3,2023-07-31
000566.SZ,1996-01-11,1.311,2023-07-31
000567.SZ,1996-01-11,1.738,2023-07-31
000568.SZ,1996-01-11,2.055,2023-07-31
000569.SZ,1996-01-11,1.219,2023-07-31
000570.SZ,1996-01-11,1.291,2023-07-31
000571.SZ,1996-01-11,1.34,2023-07-31
000572.SZ,1996-01-11,1.687,2023-07-31
000573.SZ,1996-01-11,1.697,2023-07-31
000576.SZ,1996-01-11,1.341,2023-07-31
000578.SZ,1996-01-11,1.0,2023-07-31
000582.SZ,1996-01-11,1.0,2023-07-31
000583.SZ,1996-01-11,1.0,2023-07-31
000584.SZ,1996-01-11,1.0,2023-07-31
000585.SZ,1996-01-11,1.0,2023-07-31
000586.SZ,1996-01-11,1.0,2023-07-31
001872.SZ,1996-01-11,1.181,2023-07-31
001914.SZ,1996-01-11,1.327,2023-07-31
600600.SH,1996-01-11,1.064,2023-07-31
600601.SH,1996-01-11,357.637,2023-07-31
600602.SH,1996-01-11,197.742,2023-07-31
600603.SH,1996-01-11,30.001,2023-07-31
600604.SH,1996-01-11,15.887,2023-07-31
600605.SH,1996-01-11,18.365,2023-07-31
600606.SH,1996-01-11,16.352,2023-07-31
600607.SH,1996-01-11,19.062,2023-07-31
600608.SH,1996-01-11,24.437,2023-07-31
600609.SH,1996-01-11,17.81,2023-07-31
600610.SH,1996-01-11,15.617,2023-07-31
600611.SH,1996-01-11,37.423,2023-07-31
600612.SH,1996-01-11,24.038,2023-07-31
600613.SH,1996-01-11,12.29,2023-07-31
600614.SH,1996-01-11,13.196,2023-07-31
600615.SH,1996-01-11,19.046,2023-07-31
600616.SH,1996-01-11,25.859,2023-07-31
600617.SH,1996-01-11,18.758,2023-07-31
600618.SH,1996-01-11,13.795,2023-07-31
600619.SH,1996-01-11,13.483,2023-07-31
600620.SH,1996-01-11,29.03,2023-07-31
600621.SH,1996-01-11,28.609,2023-07-31
600622.SH,1996-01-11,28.0,2023-07-31
600623.SH,1996-01-11,13.318,2023-07-31
600624.SH,1996-01-11,2.73,2023-07-31
600625.SH,1996-01-11,1.849,2023-07-31
600626.SH,1996-01-11,1.763,2023-07-31
600627.SH,1996-01-11,1.807,2023-07-31
600628.SH,1996-01-11,4.892,2023-07-31
600629.SH,1996-01-11,1.442,2023-07-31
600630.SH,1996-01-11,1.664,2023-07-31
600631.SH,1996-01-11,2.351,2023-07-31
600632.SH,1996-01-11,2.347,2023-07-31
600633.SH,1996-01-11,2.094,2023-07-31
600634.SH,1996-01-11,2.785,2023-07-31
600635.SH,1996-01-11,4.494,2023-07-31
600636.SH,1996-01-11,1.752,2023-07-31
600637.SH,1996-01-11,1.782,2023-07-31
600638.SH,1996-01-11,3.886,2023-07-31
600639.SH,1996-01-11,2.063,2023-07-31
600640.SH,1996-01-11,2.908,2023-07-31
600641.SH,1996-01-11,2.703,2023-07-31
600642.SH,1996-01-11,1.08,2023-07-31
600643.SH,1996-01-11,1.245,2023-07-31
600644.SH,1996-01-11,2.069,2023-07-31
600645.SH,1996-01-11,3.784,2023-07-31
600646.SH,1996-01-11,2.099,2023-07-31
600647.SH,1996-01-11,4.298,2023-07-31
600648.SH,1996-01-11,3.628,2023-07-31
600649.SH,1996-01-11,3.527,2023-07-31
600650.SH,1996-01-11,1.215,2023-07-31
600651.SH,1996-01-11,495.937,2023-07-31
600652.SH,1996-01-11,708.501,2023-07-31
600653.SH,1996-01-11,892.358,2023-07-31
600654.SH,1996-01-11,266.7,2023-07-31
600655.SH,1996-01-11,21.38,2023-07-31
600656.SH,1996-01-11,5.529,2023-07-31
600657.SH,1996-01-11,1.626,2023-07-31
600658.SH,1996-01-11,1.836,2023-07-31
600659.SH,1996-01-11,1.971,2023-07-31
600660.SH,1996-01-11,4.056,2023-07-31
600661.SH,1996-01-11,1.792,2023-07-31
600662.SH,1996-01-11,4.361,2023-07-31
600663.SH,1996-01-11,1.376,2023-07-31
600664.SH,1996-01-11,1.109,2023-07-31
600665.SH,1996-01-11,1.508,2023-07-31
600666.SH,1996-01-11,1.429,2023-07-31
600667.SH,1996-01-11,1.241,2023-07-31
600668.SH,1996-01-11,2.008,2023-07-31
600669.SH,1996-01-11,1.787,2023-07-31
600670.SH,1996-01-11,1.791,2023-07-31
600671.SH,1996-01-11,1.585,2023-07-31
600672.SH,1996-01-11,1.28,2023-07-31
600673.SH,1996-01-11,1.662,2023-07-31
600674.SH,1996-01-11,1.288,2023-07-31
600675.SH,1996-01-11,1.702,2023-07-31
600676.SH,1996-01-11,1.2,2023-07-31
600677.SH,1996-01-11,2.005,2023-07-31
600678.SH,1996-01-11,2.123,2023-07-31
600679.SH,1996-01-11,1.05,2023-07-31
600680.SH,1996-01-11,1.346,2023-07-31
600681.SH,1996-01-11,1.827,2023-07-31
600682.SH,1996-01-11,2.119,2023-07-31
600683.SH,1996-01-11,1.658,2023-07-31
600684.SH,1996-01-11,1.908,2023-07-31
600685.SH,1996-01-11,1.085,2023-07-31
600686.SH,1996-01-11,1.769,2023-07-31
600687.SH,1996-01-11,1.259,2023-07-31
600688.SH,1996-01-11,1.088,2023-07-31
600689.SH,1996-01-11,1.026,2023-07-31
600690.SH,1996-01-11,1.393,2023-07-31
600691.SH,1996-01-11,1.464,2023-07-31
600692.SH,1996-01-11,1.35,2023-07-31
600693.SH,1996-01-11,1.297,2023-07-31
600694.SH,1996-01-11,1.936,2023-07-31
600695.SH,1996-01-11,1.3,2023-07-31
600696.SH,1996-01-11,1.95,2023-07-31
600697.SH,1996-01-11,1.173,2023-07-31
600698.SH,1996-01-11,1.446,2023-07-31
600699.SH,1996-01-11,1.2,2023-07-31
600800.SH,1996-01-11,1.039,2023-07-31
600801.SH,1996-01-11,1.25,2023-07-31
600802.SH,1996-01-11,1.181,2023-07-31
600803.SH,1996-01-11,1.2,2023-07-31
600804.SH,1996-01-11,1.411,2023-07-31
600805.SH,1996-01-11,2.109,2023-07-31
600806.SH,1996-01-11,1.081,2023-07-31
600807.SH,1996-01-11,1.53,2023-07-31
600808.SH,1996-01-11,1.049,2023-07-31
600809.SH,1996-01-11,1.055,2023-07-31
600810.SH,1996-01-11,1.287,2023-07-31
600811.SH,1996-01-11,1.5,2023-07-31
600812.SH,1996-01-11,1.758,2023-07-31
600813.SH,1996-01-11,1.068,2023-07-31
600814.SH,1996-01-11,1.557,2023-07-31
600815.SH,1996-01-11,1.642,2023-07-31
600816.SH,1996-01-11,1.346,2023-07-31
600817.SH,1996-01-11,1.489,2023-07-31
600818.SH,1996-01-11,1.014,2023-07-31
600819.SH,1996-01-11,1.047,2023-07-31
600820.SH,1996-01-11,1.34,2023-07-31
600821.SH,1996-01-11,1.404,2023-07-31
600822.SH,1996-01-11,1.109,2023-07-31
600823.SH,1996-01-11,1.508,2023-07-31
600824.SH,1996-01-11,1.383,2023-07-31
600825.SH,1996-01-11,1.128,2023-07-31
600826.SH,1996-01-11,1.04,2023-07-31
600827.SH,1996-01-11,1.213,2023-07-31
600828.SH,1996-01-11,1.055,2023-07-31
600829.SH,1996-01-11,1.117,2023-07-31
600830.SH,1996-01-11,1.692,2023-07-31
600831.SH,1996-01-11,1.499,2023-07-31
600832.SH,1996-01-11,1.597,2023-07-31
600833.SH,1996-01-11,2.168,2023-07-31
600834.SH,1996-01-11,1.014,2023-07-31
600835.SH,1996-01-11,1.047,2023-07-31
600836.SH,1996-01-11,1.504,2023-07-31
600837.SH,1996-01-11,1.3,2023-07-31
600838.SH,1996-01-11,1.396,2023-07-31
600839.SH,1996-01-11,2.441,2023-07-31
600840.SH,1996-01-11,1.795,2023-07-31
600841.SH,1996-01-11,1.04,2023-07-31
600842.SH,1996-01-11,1.122,2023-07-31
600843.SH,1996-01-11,1.02,2023-07-31
600844.SH,1996-01-11,1.314,2023-07-31
600845.SH,1996-01-11,1.105,2023-07-31
600846.SH,1996-01-11,1.609,2023-07-31
600847.SH,1996-01-11,1.0,2023-07-31
600848.SH,1996-01-11,1.111,2023-07-31
600850.SH,1996-01-11,1.009,2023-07-31
600851.SH,1996-01-11,1.125,2023-07-31
600852.SH,1996-01-11,1.0,2023-07-31
600853.SH,1996-01-11,1.1,2023-07-31
600854.SH,1996-01-11,1.097,2023-07-31
600855.SH,1996-01-11,1.011,2023-07-31
600856.SH,1996-01-11,1.043,2023-07-31
600857.SH,1996-01-11,1.442,2023-07-31
600858.SH,1996-01-11,1.171,2023-07-31
600859.SH,1996-01-11,1.106,2023-07-31
600860.SH,1996-01-11,1.037,2023-07-31
600861.SH,1996-01-11,1.041,2023-07-31
600862.SH,1996-01-11,1.043,2023-07-31
600863.SH,1996-01-11,1.027,2023-07-31
600864.SH,1996-01-11,1.12,2023-07-31
600865.SH,1996-01-11,1.295,2023-07-31
600866.SH,1996-01-11,1.457,2023-07-31
600867.SH,1996-01-11,1.663,2023-07-31
600868.SH,1996-01-11,1.305,2023-07-31
600869.SH,1996-01-11,2.0,2023-07-31
600870.SH,1996-01-11,1.3,2023-07-31
600871.SH,1996-01-11,1.007,2023-07-31
600872.SH,1996-01-11,1.6,2023-07-31
600873.SH,1996-01-11,1.3,2023-07-31
600874.SH,1996-01-11,1.0,2023-07-31
600875.SH,1996-01-11,1.0,2023-07-31
600876.SH,1996-01-11,1.0,2023-07-31
600877.SH,1996-01-11,1.0,2023-07-31
600878.SH,1996-01-11,1.5,2023-07-31
600879.SH,1996-01-11,1.0,2023-07-31
600880.SH,1996-01-11,1.029,2023-07-31
600881.SH,1996-01-11,1.901,2023-07-31
600882.SH,1996-01-11,1.0,2023-07-31
600883.SH,1996-01-11,1.0,2023-07-31
601607.SH,1996-01-11,1.021,2023-07-31
000001.SZ,1996-01-12,6.984,2023-07-31
000002.SZ,1996-01-12,4.581,2023-07-31
000003.SZ,1996-01-12,3.833,2023-07-31
000004.SZ,1996-01-12,3.112,2023-07-31
000005.SZ,1996-01-12,1.978,2023-07-31
000006.SZ,1996-01-12,2.481,2023-07-31
000007.SZ,1996-01-12,1.854,2023-07-31
000008.SZ,1996-01-12,1.622,2023-07-31
000009.SZ,1996-01-12,2.543,2023-07-31
000010.SZ,1996-01-12,1.0,2023-07-31
000011.SZ,1996-01-12,1.874,2023-07-31
000012.SZ,1996-01-12,2.263,2023-07-31
000013.SZ,1996-01-12,1.901,2023-07-31
000014.SZ,1996-01-12,1.794,2023-07-31
000015.SZ,1996-01-12,1.589,2023-07-31
000016.SZ,1996-01-12,2.165,2023-07-31
000017.SZ,1996-01-12,2.037,2023-07-31
