ts_code,trade_date,adj_factor,data_date
600838.SH,1994-03-14,1.0,2023-07-31
600839.SH,1994-03-14,1.0,2023-07-31
600840.SH,1994-03-14,1.0,2023-07-31
600841.SH,1994-03-14,1.0,2023-07-31
600842.SH,1994-03-14,1.0,2023-07-31
600843.SH,1994-03-14,1.0,2023-07-31
600844.SH,1994-03-14,1.0,2023-07-31
600845.SH,1994-03-14,1.0,2023-07-31
600846.SH,1994-03-14,1.0,2023-07-31
000001.SZ,1994-03-15,3.531,2023-07-31
000002.SZ,1994-03-15,2.806,2023-07-31
000003.SZ,1994-03-15,2.146,2023-07-31
000004.SZ,1994-03-15,1.848,2023-07-31
000005.SZ,1994-03-15,1.0,2023-07-31
000006.SZ,1994-03-15,1.11,2023-07-31
000007.SZ,1994-03-15,1.176,2023-07-31
000008.SZ,1994-03-15,1.021,2023-07-31
000009.SZ,1994-03-15,1.152,2023-07-31
000011.SZ,1994-03-15,1.248,2023-07-31
000012.SZ,1994-03-15,1.303,2023-07-31
000013.SZ,1994-03-15,1.175,2023-07-31
000014.SZ,1994-03-15,0.932,2023-07-31
000015.SZ,1994-03-15,1.203,2023-07-31
000016.SZ,1994-03-15,1.332,2023-07-31
000017.SZ,1994-03-15,1.326,2023-07-31
000018.SZ,1994-03-15,1.023,2023-07-31
000019.SZ,1994-03-15,0.929,2023-07-31
000020.SZ,1994-03-15,1.006,2023-07-31
000021.SZ,1994-03-15,1.0,2023-07-31
000022.SZ,1994-03-15,1.0,2023-07-31
000023.SZ,1994-03-15,1.0,2023-07-31
000024.SZ,1994-03-15,1.0,2023-07-31
000025.SZ,1994-03-15,1.0,2023-07-31
000026.SZ,1994-03-15,1.0,2023-07-31
000027.SZ,1994-03-15,1.0,2023-07-31
000028.SZ,1994-03-15,1.0,2023-07-31
000029.SZ,1994-03-15,1.0,2023-07-31
000030.SZ,1994-03-15,1.0,2023-07-31
000031.SZ,1994-03-15,1.0,2023-07-31
000032.SZ,1994-03-15,1.0,2023-07-31
000033.SZ,1994-03-15,1.0,2023-07-31
000501.SZ,1994-03-15,1.201,2023-07-31
000502.SZ,1994-03-15,1.403,2023-07-31
000503.SZ,1994-03-15,1.0,2023-07-31
000504.SZ,1994-03-15,1.001,2023-07-31
000505.SZ,1994-03-15,1.0,2023-07-31
000506.SZ,1994-03-15,1.2,2023-07-31
000507.SZ,1994-03-15,1.2,2023-07-31
000508.SZ,1994-03-15,1.0,2023-07-31
000509.SZ,1994-03-15,1.2,2023-07-31
000510.SZ,1994-03-15,1.2,2023-07-31
000511.SZ,1994-03-15,1.347,2023-07-31
000513.SZ,1994-03-15,1.0,2023-07-31
000514.SZ,1994-03-15,1.0,2023-07-31
000515.SZ,1994-03-15,1.0,2023-07-31
000516.SZ,1994-03-15,1.0,2023-07-31
000517.SZ,1994-03-15,1.0,2023-07-31
000518.SZ,1994-03-15,1.0,2023-07-31
000519.SZ,1994-03-15,1.0,2023-07-31
000520.SZ,1994-03-15,1.0,2023-07-31
000521.SZ,1994-03-15,1.0,2023-07-31
000522.SZ,1994-03-15,1.0,2023-07-31
000523.SZ,1994-03-15,1.0,2023-07-31
000524.SZ,1994-03-15,1.0,2023-07-31
000525.SZ,1994-03-15,1.0,2023-07-31
000526.SZ,1994-03-15,1.0,2023-07-31
000527.SZ,1994-03-15,1.0,2023-07-31
000528.SZ,1994-03-15,1.0,2023-07-31
000529.SZ,1994-03-15,1.0,2023-07-31
000530.SZ,1994-03-15,1.0,2023-07-31
000531.SZ,1994-03-15,1.0,2023-07-31
000532.SZ,1994-03-15,1.0,2023-07-31
000533.SZ,1994-03-15,1.0,2023-07-31
000534.SZ,1994-03-15,1.0,2023-07-31
000535.SZ,1994-03-15,1.0,2023-07-31
000536.SZ,1994-03-15,1.0,2023-07-31
000537.SZ,1994-03-15,1.0,2023-07-31
000538.SZ,1994-03-15,1.0,2023-07-31
000539.SZ,1994-03-15,1.0,2023-07-31
000540.SZ,1994-03-15,1.0,2023-07-31
000541.SZ,1994-03-15,1.0,2023-07-31
000542.SZ,1994-03-15,1.0,2023-07-31
000543.SZ,1994-03-15,1.0,2023-07-31
000544.SZ,1994-03-15,1.0,2023-07-31
000545.SZ,1994-03-15,1.0,2023-07-31
000546.SZ,1994-03-15,1.0,2023-07-31
000547.SZ,1994-03-15,1.0,2023-07-31
000548.SZ,1994-03-15,1.0,2023-07-31
000549.SZ,1994-03-15,1.0,2023-07-31
000550.SZ,1994-03-15,1.0,2023-07-31
000551.SZ,1994-03-15,1.0,2023-07-31
000552.SZ,1994-03-15,1.0,2023-07-31
000553.SZ,1994-03-15,1.0,2023-07-31
000554.SZ,1994-03-15,1.218,2023-07-31
000559.SZ,1994-03-15,1.0,2023-07-31
000560.SZ,1994-03-15,1.0,2023-07-31
000562.SZ,1994-03-15,1.0,2023-07-31
000563.SZ,1994-03-15,1.0,2023-07-31
000564.SZ,1994-03-15,1.0,2023-07-31
001872.SZ,1994-03-15,1.0,2023-07-31
600600.SH,1994-03-15,1.0,2023-07-31
600601.SH,1994-03-15,248.266,2023-07-31
600602.SH,1994-03-15,145.923,2023-07-31
600603.SH,1994-03-15,17.608,2023-07-31
600604.SH,1994-03-15,14.074,2023-07-31
600605.SH,1994-03-15,17.966,2023-07-31
600606.SH,1994-03-15,14.872,2023-07-31
600607.SH,1994-03-15,13.085,2023-07-31
600608.SH,1994-03-15,17.532,2023-07-31
600609.SH,1994-03-15,15.661,2023-07-31
600610.SH,1994-03-15,12.004,2023-07-31
600611.SH,1994-03-15,18.015,2023-07-31
600612.SH,1994-03-15,17.419,2023-07-31
600613.SH,1994-03-15,11.997,2023-07-31
600614.SH,1994-03-15,11.995,2023-07-31
600615.SH,1994-03-15,15.323,2023-07-31
600616.SH,1994-03-15,14.597,2023-07-31
600617.SH,1994-03-15,15.077,2023-07-31
600618.SH,1994-03-15,13.215,2023-07-31
600619.SH,1994-03-15,10.051,2023-07-31
600620.SH,1994-03-15,18.674,2023-07-31
600621.SH,1994-03-15,14.808,2023-07-31
600622.SH,1994-03-15,17.467,2023-07-31
600623.SH,1994-03-15,13.003,2023-07-31
600624.SH,1994-03-15,1.57,2023-07-31
600625.SH,1994-03-15,1.766,2023-07-31
600626.SH,1994-03-15,1.433,2023-07-31
600627.SH,1994-03-15,1.472,2023-07-31
600628.SH,1994-03-15,1.739,2023-07-31
600629.SH,1994-03-15,1.0,2023-07-31
600630.SH,1994-03-15,1.371,2023-07-31
600631.SH,1994-03-15,1.47,2023-07-31
600632.SH,1994-03-15,1.528,2023-07-31
600633.SH,1994-03-15,1.689,2023-07-31
600634.SH,1994-03-15,1.427,2023-07-31
600635.SH,1994-03-15,2.894,2023-07-31
600636.SH,1994-03-15,1.449,2023-07-31
600637.SH,1994-03-15,1.554,2023-07-31
600638.SH,1994-03-15,1.733,2023-07-31
600639.SH,1994-03-15,1.007,2023-07-31
600640.SH,1994-03-15,1.557,2023-07-31
600641.SH,1994-03-15,1.183,2023-07-31
600642.SH,1994-03-15,1.0,2023-07-31
600643.SH,1994-03-15,1.0,2023-07-31
600644.SH,1994-03-15,1.69,2023-07-31
600645.SH,1994-03-15,1.79,2023-07-31
600646.SH,1994-03-15,1.726,2023-07-31
600647.SH,1994-03-15,1.4,2023-07-31
600648.SH,1994-03-15,1.0,2023-07-31
600649.SH,1994-03-15,2.876,2023-07-31
600650.SH,1994-03-15,1.0,2023-07-31
600651.SH,1994-03-15,89.558,2023-07-31
600652.SH,1994-03-15,133.333,2023-07-31
600653.SH,1994-03-15,453.411,2023-07-31
600654.SH,1994-03-15,137.813,2023-07-31
600655.SH,1994-03-15,16.055,2023-07-31
600656.SH,1994-03-15,3.532,2023-07-31
600657.SH,1994-03-15,1.579,2023-07-31
600658.SH,1994-03-15,1.648,2023-07-31
600659.SH,1994-03-15,1.751,2023-07-31
600660.SH,1994-03-15,1.951,2023-07-31
600661.SH,1994-03-15,1.465,2023-07-31
600662.SH,1994-03-15,1.714,2023-07-31
600663.SH,1994-03-15,1.327,2023-07-31
600664.SH,1994-03-15,1.0,2023-07-31
600665.SH,1994-03-15,1.0,2023-07-31
600666.SH,1994-03-15,1.39,2023-07-31
600667.SH,1994-03-15,1.0,2023-07-31
600668.SH,1994-03-15,1.0,2023-07-31
600669.SH,1994-03-15,1.622,2023-07-31
600670.SH,1994-03-15,1.626,2023-07-31
600671.SH,1994-03-15,1.0,2023-07-31
600672.SH,1994-03-15,1.188,2023-07-31
600673.SH,1994-03-15,1.568,2023-07-31
600674.SH,1994-03-15,1.224,2023-07-31
600675.SH,1994-03-15,1.0,2023-07-31
600676.SH,1994-03-15,1.0,2023-07-31
600677.SH,1994-03-15,1.67,2023-07-31
600678.SH,1994-03-15,1.632,2023-07-31
600679.SH,1994-03-15,1.0,2023-07-31
600680.SH,1994-03-15,1.0,2023-07-31
600681.SH,1994-03-15,1.0,2023-07-31
600682.SH,1994-03-15,1.0,2023-07-31
600683.SH,1994-03-15,1.0,2023-07-31
600684.SH,1994-03-15,1.0,2023-07-31
600685.SH,1994-03-15,1.0,2023-07-31
600686.SH,1994-03-15,1.707,2023-07-31
600687.SH,1994-03-15,1.0,2023-07-31
600688.SH,1994-03-15,1.0,2023-07-31
600689.SH,1994-03-15,1.0,2023-07-31
600690.SH,1994-03-15,1.0,2023-07-31
600691.SH,1994-03-15,1.0,2023-07-31
600692.SH,1994-03-15,1.0,2023-07-31
600693.SH,1994-03-15,1.0,2023-07-31
600694.SH,1994-03-15,1.0,2023-07-31
600695.SH,1994-03-15,1.0,2023-07-31
600696.SH,1994-03-15,1.0,2023-07-31
600697.SH,1994-03-15,1.0,2023-07-31
600698.SH,1994-03-15,1.0,2023-07-31
600699.SH,1994-03-15,1.0,2023-07-31
600800.SH,1994-03-15,1.0,2023-07-31
600801.SH,1994-03-15,1.0,2023-07-31
600802.SH,1994-03-15,1.0,2023-07-31
600803.SH,1994-03-15,1.0,2023-07-31
600804.SH,1994-03-15,1.0,2023-07-31
600805.SH,1994-03-15,1.0,2023-07-31
600806.SH,1994-03-15,1.0,2023-07-31
600807.SH,1994-03-15,1.0,2023-07-31
600808.SH,1994-03-15,1.0,2023-07-31
600809.SH,1994-03-15,1.0,2023-07-31
600810.SH,1994-03-15,1.0,2023-07-31
600811.SH,1994-03-15,1.0,2023-07-31
600812.SH,1994-03-15,1.0,2023-07-31
600813.SH,1994-03-15,1.0,2023-07-31
600814.SH,1994-03-15,1.0,2023-07-31
600815.SH,1994-03-15,1.0,2023-07-31
600816.SH,1994-03-15,1.346,2023-07-31
600817.SH,1994-03-15,1.0,2023-07-31
600818.SH,1994-03-15,1.0,2023-07-31
600819.SH,1994-03-15,1.0,2023-07-31
600820.SH,1994-03-15,1.0,2023-07-31
600821.SH,1994-03-15,1.0,2023-07-31
600822.SH,1994-03-15,1.0,2023-07-31
600823.SH,1994-03-15,1.0,2023-07-31
600824.SH,1994-03-15,1.0,2023-07-31
600825.SH,1994-03-15,1.0,2023-07-31
600826.SH,1994-03-15,1.0,2023-07-31
600827.SH,1994-03-15,1.0,2023-07-31
600828.SH,1994-03-15,1.0,2023-07-31
600829.SH,1994-03-15,1.0,2023-07-31
600830.SH,1994-03-15,1.0,2023-07-31
600831.SH,1994-03-15,1.0,2023-07-31
600832.SH,1994-03-15,1.0,2023-07-31
600833.SH,1994-03-15,1.0,2023-07-31
600834.SH,1994-03-15,1.0,2023-07-31
600835.SH,1994-03-15,1.0,2023-07-31
600836.SH,1994-03-15,1.0,2023-07-31
600837.SH,1994-03-15,1.0,2023-07-31
600838.SH,1994-03-15,1.0,2023-07-31
600839.SH,1994-03-15,1.0,2023-07-31
600840.SH,1994-03-15,1.0,2023-07-31
600841.SH,1994-03-15,1.0,2023-07-31
600842.SH,1994-03-15,1.0,2023-07-31
600843.SH,1994-03-15,1.0,2023-07-31
600844.SH,1994-03-15,1.0,2023-07-31
600845.SH,1994-03-15,1.0,2023-07-31
600846.SH,1994-03-15,1.0,2023-07-31
000001.SZ,1994-03-16,3.531,2023-07-31
000002.SZ,1994-03-16,2.806,2023-07-31
000003.SZ,1994-03-16,2.146,2023-07-31
000004.SZ,1994-03-16,1.848,2023-07-31
000005.SZ,1994-03-16,1.0,2023-07-31
000006.SZ,1994-03-16,1.11,2023-07-31
000007.SZ,1994-03-16,1.176,2023-07-31
000008.SZ,1994-03-16,1.021,2023-07-31
000009.SZ,1994-03-16,1.152,2023-07-31
000011.SZ,1994-03-16,1.248,2023-07-31
000012.SZ,1994-03-16,1.303,2023-07-31
000013.SZ,1994-03-16,1.175,2023-07-31
000014.SZ,1994-03-16,0.932,2023-07-31
000015.SZ,1994-03-16,1.203,2023-07-31
000016.SZ,1994-03-16,1.332,2023-07-31
000017.SZ,1994-03-16,1.326,2023-07-31
000018.SZ,1994-03-16,1.023,2023-07-31
000019.SZ,1994-03-16,0.929,2023-07-31
000020.SZ,1994-03-16,1.006,2023-07-31
000021.SZ,1994-03-16,1.0,2023-07-31
000022.SZ,1994-03-16,1.0,2023-07-31
000023.SZ,1994-03-16,1.0,2023-07-31
000024.SZ,1994-03-16,1.0,2023-07-31
000025.SZ,1994-03-16,1.0,2023-07-31
000026.SZ,1994-03-16,1.0,2023-07-31
000027.SZ,1994-03-16,1.0,2023-07-31
000028.SZ,1994-03-16,1.0,2023-07-31
000029.SZ,1994-03-16,1.0,2023-07-31
000030.SZ,1994-03-16,1.0,2023-07-31
000031.SZ,1994-03-16,1.0,2023-07-31
000032.SZ,1994-03-16,1.0,2023-07-31
000033.SZ,1994-03-16,1.0,2023-07-31
000501.SZ,1994-03-16,1.201,2023-07-31
000502.SZ,1994-03-16,1.403,2023-07-31
000503.SZ,1994-03-16,1.0,2023-07-31
000504.SZ,1994-03-16,1.001,2023-07-31
000505.SZ,1994-03-16,1.0,2023-07-31
000506.SZ,1994-03-16,1.2,2023-07-31
000507.SZ,1994-03-16,1.2,2023-07-31
000508.SZ,1994-03-16,1.0,2023-07-31
000509.SZ,1994-03-16,1.2,2023-07-31
000510.SZ,1994-03-16,1.2,2023-07-31
000511.SZ,1994-03-16,1.347,2023-07-31
000513.SZ,1994-03-16,1.0,2023-07-31
000514.SZ,1994-03-16,1.0,2023-07-31
000515.SZ,1994-03-16,1.0,2023-07-31
000516.SZ,1994-03-16,1.0,2023-07-31
000517.SZ,1994-03-16,1.0,2023-07-31
000518.SZ,1994-03-16,1.0,2023-07-31
000519.SZ,1994-03-16,1.0,2023-07-31
000520.SZ,1994-03-16,1.0,2023-07-31
000521.SZ,1994-03-16,1.0,2023-07-31
000522.SZ,1994-03-16,1.0,2023-07-31
000523.SZ,1994-03-16,1.0,2023-07-31
000524.SZ,1994-03-16,1.0,2023-07-31
000525.SZ,1994-03-16,1.0,2023-07-31
000526.SZ,1994-03-16,1.0,2023-07-31
000527.SZ,1994-03-16,1.0,2023-07-31
000528.SZ,1994-03-16,1.0,2023-07-31
000529.SZ,1994-03-16,1.0,2023-07-31
000530.SZ,1994-03-16,1.0,2023-07-31
000531.SZ,1994-03-16,1.0,2023-07-31
000532.SZ,1994-03-16,1.0,2023-07-31
000533.SZ,1994-03-16,1.0,2023-07-31
000534.SZ,1994-03-16,1.0,2023-07-31
000535.SZ,1994-03-16,1.0,2023-07-31
000536.SZ,1994-03-16,1.0,2023-07-31
000537.SZ,1994-03-16,1.0,2023-07-31
000538.SZ,1994-03-16,1.0,2023-07-31
000539.SZ,1994-03-16,1.0,2023-07-31
000540.SZ,1994-03-16,1.0,2023-07-31
000541.SZ,1994-03-16,1.0,2023-07-31
000542.SZ,1994-03-16,1.0,2023-07-31
000543.SZ,1994-03-16,1.0,2023-07-31
000544.SZ,1994-03-16,1.0,2023-07-31
000545.SZ,1994-03-16,1.0,2023-07-31
000546.SZ,1994-03-16,1.0,2023-07-31
000547.SZ,1994-03-16,1.0,2023-07-31
000548.SZ,1994-03-16,1.0,2023-07-31
000549.SZ,1994-03-16,1.0,2023-07-31
000550.SZ,1994-03-16,1.0,2023-07-31
000551.SZ,1994-03-16,1.0,2023-07-31
000552.SZ,1994-03-16,1.0,2023-07-31
000553.SZ,1994-03-16,1.0,2023-07-31
000554.SZ,1994-03-16,1.218,2023-07-31
000559.SZ,1994-03-16,1.0,2023-07-31
000560.SZ,1994-03-16,1.0,2023-07-31
000562.SZ,1994-03-16,1.0,2023-07-31
000563.SZ,1994-03-16,1.0,2023-07-31
000564.SZ,1994-03-16,1.0,2023-07-31
001872.SZ,1994-03-16,1.0,2023-07-31
600600.SH,1994-03-16,1.0,2023-07-31
600601.SH,1994-03-16,248.266,2023-07-31
600602.SH,1994-03-16,145.923,2023-07-31
600603.SH,1994-03-16,17.608,2023-07-31
600604.SH,1994-03-16,14.074,2023-07-31
600605.SH,1994-03-16,17.966,2023-07-31
600606.SH,1994-03-16,14.872,2023-07-31
600607.SH,1994-03-16,13.085,2023-07-31
600608.SH,1994-03-16,17.532,2023-07-31
600609.SH,1994-03-16,15.661,2023-07-31
600610.SH,1994-03-16,12.004,2023-07-31
600611.SH,1994-03-16,18.015,2023-07-31
600612.SH,1994-03-16,17.419,2023-07-31
600613.SH,1994-03-16,11.997,2023-07-31
600614.SH,1994-03-16,11.995,2023-07-31
600615.SH,1994-03-16,15.323,2023-07-31
600616.SH,1994-03-16,14.597,2023-07-31
600617.SH,1994-03-16,15.077,2023-07-31
600618.SH,1994-03-16,13.215,2023-07-31
600619.SH,1994-03-16,10.051,2023-07-31
600620.SH,1994-03-16,18.674,2023-07-31
600621.SH,1994-03-16,14.808,2023-07-31
600622.SH,1994-03-16,17.467,2023-07-31
600623.SH,1994-03-16,13.003,2023-07-31
600624.SH,1994-03-16,1.57,2023-07-31
600625.SH,1994-03-16,1.766,2023-07-31
600626.SH,1994-03-16,1.433,2023-07-31
600627.SH,1994-03-16,1.472,2023-07-31
600628.SH,1994-03-16,1.739,2023-07-31
600629.SH,1994-03-16,1.0,2023-07-31
600630.SH,1994-03-16,1.371,2023-07-31
600631.SH,1994-03-16,1.47,2023-07-31
600632.SH,1994-03-16,1.528,2023-07-31
600633.SH,1994-03-16,1.689,2023-07-31
600634.SH,1994-03-16,1.427,2023-07-31
600635.SH,1994-03-16,2.894,2023-07-31
600636.SH,1994-03-16,1.449,2023-07-31
600637.SH,1994-03-16,1.554,2023-07-31
600638.SH,1994-03-16,1.733,2023-07-31
600639.SH,1994-03-16,1.007,2023-07-31
600640.SH,1994-03-16,1.557,2023-07-31
600641.SH,1994-03-16,1.183,2023-07-31
600642.SH,1994-03-16,1.0,2023-07-31
600643.SH,1994-03-16,1.0,2023-07-31
600644.SH,1994-03-16,1.69,2023-07-31
600645.SH,1994-03-16,1.79,2023-07-31
600646.SH,1994-03-16,1.726,2023-07-31
600647.SH,1994-03-16,1.4,2023-07-31
600648.SH,1994-03-16,1.0,2023-07-31
600649.SH,1994-03-16,2.876,2023-07-31
600650.SH,1994-03-16,1.0,2023-07-31
600651.SH,1994-03-16,89.558,2023-07-31
600652.SH,1994-03-16,133.333,2023-07-31
600653.SH,1994-03-16,453.411,2023-07-31
600654.SH,1994-03-16,137.813,2023-07-31
600655.SH,1994-03-16,16.055,2023-07-31
600656.SH,1994-03-16,3.532,2023-07-31
600657.SH,1994-03-16,1.579,2023-07-31
600658.SH,1994-03-16,1.648,2023-07-31
600659.SH,1994-03-16,1.751,2023-07-31
600660.SH,1994-03-16,1.951,2023-07-31
600661.SH,1994-03-16,1.465,2023-07-31
600662.SH,1994-03-16,1.714,2023-07-31
600663.SH,1994-03-16,1.327,2023-07-31
600664.SH,1994-03-16,1.0,2023-07-31
600665.SH,1994-03-16,1.0,2023-07-31
600666.SH,1994-03-16,1.39,2023-07-31
600667.SH,1994-03-16,1.0,2023-07-31
600668.SH,1994-03-16,1.0,2023-07-31
600669.SH,1994-03-16,1.622,2023-07-31
600670.SH,1994-03-16,1.626,2023-07-31
600671.SH,1994-03-16,1.0,2023-07-31
600672.SH,1994-03-16,1.188,2023-07-31
600673.SH,1994-03-16,1.568,2023-07-31
600674.SH,1994-03-16,1.224,2023-07-31
600675.SH,1994-03-16,1.0,2023-07-31
600676.SH,1994-03-16,1.0,2023-07-31
600677.SH,1994-03-16,1.67,2023-07-31
600678.SH,1994-03-16,1.632,2023-07-31
600679.SH,1994-03-16,1.0,2023-07-31
600680.SH,1994-03-16,1.0,2023-07-31
600681.SH,1994-03-16,1.0,2023-07-31
600682.SH,1994-03-16,1.0,2023-07-31
600683.SH,1994-03-16,1.0,2023-07-31
600684.SH,1994-03-16,1.0,2023-07-31
600685.SH,1994-03-16,1.0,2023-07-31
600686.SH,1994-03-16,1.707,2023-07-31
600687.SH,1994-03-16,1.0,2023-07-31
600688.SH,1994-03-16,1.0,2023-07-31
600689.SH,1994-03-16,1.0,2023-07-31
600690.SH,1994-03-16,1.0,2023-07-31
600691.SH,1994-03-16,1.0,2023-07-31
600692.SH,1994-03-16,1.0,2023-07-31
600693.SH,1994-03-16,1.0,2023-07-31
600694.SH,1994-03-16,1.0,2023-07-31
600695.SH,1994-03-16,1.0,2023-07-31
600696.SH,1994-03-16,1.0,2023-07-31
600697.SH,1994-03-16,1.0,2023-07-31
600698.SH,1994-03-16,1.0,2023-07-31
600699.SH,1994-03-16,1.0,2023-07-31
600800.SH,1994-03-16,1.0,2023-07-31
600801.SH,1994-03-16,1.0,2023-07-31
600802.SH,1994-03-16,1.0,2023-07-31
600803.SH,1994-03-16,1.0,2023-07-31
600804.SH,1994-03-16,1.0,2023-07-31
600805.SH,1994-03-16,1.0,2023-07-31
600806.SH,1994-03-16,1.0,2023-07-31
600807.SH,1994-03-16,1.0,2023-07-31
600808.SH,1994-03-16,1.0,2023-07-31
600809.SH,1994-03-16,1.0,2023-07-31
600810.SH,1994-03-16,1.0,2023-07-31
600811.SH,1994-03-16,1.0,2023-07-31
600812.SH,1994-03-16,1.0,2023-07-31
600813.SH,1994-03-16,1.0,2023-07-31
600814.SH,1994-03-16,1.0,2023-07-31
600815.SH,1994-03-16,1.0,2023-07-31
600816.SH,1994-03-16,1.346,2023-07-31
600817.SH,1994-03-16,1.0,2023-07-31
600818.SH,1994-03-16,1.0,2023-07-31
600819.SH,1994-03-16,1.0,2023-07-31
600820.SH,1994-03-16,1.0,2023-07-31
600821.SH,1994-03-16,1.0,2023-07-31
600822.SH,1994-03-16,1.0,2023-07-31
600823.SH,1994-03-16,1.0,2023-07-31
600824.SH,1994-03-16,1.0,2023-07-31
600825.SH,1994-03-16,1.0,2023-07-31
600826.SH,1994-03-16,1.0,2023-07-31
600827.SH,1994-03-16,1.0,2023-07-31
600828.SH,1994-03-16,1.0,2023-07-31
600829.SH,1994-03-16,1.0,2023-07-31
600830.SH,1994-03-16,1.0,2023-07-31
600831.SH,1994-03-16,1.0,2023-07-31
600832.SH,1994-03-16,1.0,2023-07-31
600833.SH,1994-03-16,1.0,2023-07-31
600834.SH,1994-03-16,1.0,2023-07-31
600835.SH,1994-03-16,1.0,2023-07-31
600836.SH,1994-03-16,1.0,2023-07-31
600837.SH,1994-03-16,1.0,2023-07-31
600838.SH,1994-03-16,1.0,2023-07-31
600839.SH,1994-03-16,1.0,2023-07-31
600840.SH,1994-03-16,1.0,2023-07-31
600841.SH,1994-03-16,1.0,2023-07-31
600842.SH,1994-03-16,1.0,2023-07-31
600843.SH,1994-03-16,1.0,2023-07-31
600844.SH,1994-03-16,1.0,2023-07-31
600845.SH,1994-03-16,1.0,2023-07-31
600846.SH,1994-03-16,1.0,2023-07-31
000001.SZ,1994-03-17,3.531,2023-07-31
000002.SZ,1994-03-17,2.806,2023-07-31
000003.SZ,1994-03-17,2.146,2023-07-31
000004.SZ,1994-03-17,1.848,2023-07-31
000005.SZ,1994-03-17,1.0,2023-07-31
000006.SZ,1994-03-17,1.11,2023-07-31
000007.SZ,1994-03-17,1.176,2023-07-31
000008.SZ,1994-03-17,1.021,2023-07-31
000009.SZ,1994-03-17,1.152,2023-07-31
000011.SZ,1994-03-17,1.248,2023-07-31
000012.SZ,1994-03-17,1.303,2023-07-31
000013.SZ,1994-03-17,1.175,2023-07-31
000014.SZ,1994-03-17,0.932,2023-07-31
000015.SZ,1994-03-17,1.203,2023-07-31
000016.SZ,1994-03-17,1.332,2023-07-31
000017.SZ,1994-03-17,1.326,2023-07-31
000018.SZ,1994-03-17,1.023,2023-07-31
000019.SZ,1994-03-17,0.929,2023-07-31
000020.SZ,1994-03-17,1.006,2023-07-31
000021.SZ,1994-03-17,1.0,2023-07-31
000022.SZ,1994-03-17,1.0,2023-07-31
000023.SZ,1994-03-17,1.0,2023-07-31
000024.SZ,1994-03-17,1.0,2023-07-31
000025.SZ,1994-03-17,1.0,2023-07-31
000026.SZ,1994-03-17,1.0,2023-07-31
000027.SZ,1994-03-17,1.0,2023-07-31
000028.SZ,1994-03-17,1.0,2023-07-31
000029.SZ,1994-03-17,1.0,2023-07-31
000030.SZ,1994-03-17,1.0,2023-07-31
000031.SZ,1994-03-17,1.0,2023-07-31
000032.SZ,1994-03-17,1.0,2023-07-31
000033.SZ,1994-03-17,1.0,2023-07-31
000501.SZ,1994-03-17,1.201,2023-07-31
000502.SZ,1994-03-17,1.403,2023-07-31
000503.SZ,1994-03-17,1.0,2023-07-31
000504.SZ,1994-03-17,1.001,2023-07-31
000505.SZ,1994-03-17,1.0,2023-07-31
000506.SZ,1994-03-17,1.2,2023-07-31
000507.SZ,1994-03-17,1.2,2023-07-31
000508.SZ,1994-03-17,1.0,2023-07-31
000509.SZ,1994-03-17,1.2,2023-07-31
000510.SZ,1994-03-17,1.2,2023-07-31
000511.SZ,1994-03-17,1.347,2023-07-31
000513.SZ,1994-03-17,1.0,2023-07-31
000514.SZ,1994-03-17,1.0,2023-07-31
000515.SZ,1994-03-17,1.0,2023-07-31
000516.SZ,1994-03-17,1.0,2023-07-31
000517.SZ,1994-03-17,1.0,2023-07-31
000518.SZ,1994-03-17,1.0,2023-07-31
000519.SZ,1994-03-17,1.0,2023-07-31
000520.SZ,1994-03-17,1.0,2023-07-31
000521.SZ,1994-03-17,1.0,2023-07-31
000522.SZ,1994-03-17,1.0,2023-07-31
000523.SZ,1994-03-17,1.0,2023-07-31
000524.SZ,1994-03-17,1.0,2023-07-31
000525.SZ,1994-03-17,1.0,2023-07-31
000526.SZ,1994-03-17,1.0,2023-07-31
000527.SZ,1994-03-17,1.0,2023-07-31
000528.SZ,1994-03-17,1.0,2023-07-31
000529.SZ,1994-03-17,1.0,2023-07-31
000530.SZ,1994-03-17,1.0,2023-07-31
000531.SZ,1994-03-17,1.0,2023-07-31
000532.SZ,1994-03-17,1.0,2023-07-31
000533.SZ,1994-03-17,1.0,2023-07-31
000534.SZ,1994-03-17,1.0,2023-07-31
000535.SZ,1994-03-17,1.0,2023-07-31
000536.SZ,1994-03-17,1.0,2023-07-31
000537.SZ,1994-03-17,1.0,2023-07-31
000538.SZ,1994-03-17,1.0,2023-07-31
000539.SZ,1994-03-17,1.0,2023-07-31
000540.SZ,1994-03-17,1.0,2023-07-31
000541.SZ,1994-03-17,1.0,2023-07-31
000542.SZ,1994-03-17,1.0,2023-07-31
000543.SZ,1994-03-17,1.0,2023-07-31
000544.SZ,1994-03-17,1.0,2023-07-31
000545.SZ,1994-03-17,1.0,2023-07-31
000546.SZ,1994-03-17,1.0,2023-07-31
000547.SZ,1994-03-17,1.0,2023-07-31
000548.SZ,1994-03-17,1.0,2023-07-31
000549.SZ,1994-03-17,1.0,2023-07-31
000550.SZ,1994-03-17,1.0,2023-07-31
000551.SZ,1994-03-17,1.0,2023-07-31
000552.SZ,1994-03-17,1.0,2023-07-31
000553.SZ,1994-03-17,1.0,2023-07-31
000554.SZ,1994-03-17,1.218,2023-07-31
000559.SZ,1994-03-17,1.0,2023-07-31
